Author,Comment,CaseFolding,tokenized_comment,Remove_TandaBaca,Remove_SpasiTab,Normalisasi,Remove_StopWords_Final,Stemming,Cleaned_Text,Sentiment
@asepwelah9721,Gila si itu perempuan selingkuh loh,gila si itu perempuan selingkuh loh,"['gila', 'si', 'itu', 'perempuan', 'selingkuh', 'loh']","['gila', 'si', 'itu', 'perempuan', 'selingkuh', 'loh']","['gila', 'si', 'itu', 'perempuan', 'selingkuh', 'loh']","['gila', 'si', 'itu', 'perempuan', 'selingkuh', 'loh']","['gila', 'perempuan', 'selingkuh', 'loh']","['gila', 'perempuan', 'selingkuh', 'loh']",gila perempuan selingkuh loh,Netral
@bdcreator4268,Gila sih gmn prasa an  suaminya,gila sih gmn prasa an  suaminya,"['gila', 'sih', 'gmn', 'prasa', 'an', 'suaminya']","['gila', 'sih', 'gmn', 'prasa', 'an', 'suaminya']","['gila', 'sih', 'gmn', 'prasa', 'an', 'suaminya']","['gila', 'bagaimana', 'prasa', 'an', 'suaminya']","['gila', 'prasa', 'an', 'suaminya']","['gila', 'prasa', 'an', 'suami']",gila prasa an suami,Netral
@retnoastuti7561,Aku gak bisa tidur kalau gak nonton Nadia omara 😊😊😊❤❤❤🎉🎉🎉,aku gak bisa tidur kalau gak nonton nadia omara ,"['aku', 'gak', 'bisa', 'tidur', 'kalau', 'gak', 'nonton', 'nadia', 'omara']","['aku', 'gak', 'bisa', 'tidur', 'kalau', 'gak', 'nonton', 'nadia', 'omara']","['aku', 'gak', 'bisa', 'tidur', 'kalau', 'gak', 'nonton', 'nadia', 'omara']","['aku', 'tidak', 'bisa', 'tidur', 'kalau', 'tidak', 'nonton', 'nadia', 'omara']","['tidur', 'nonton', 'nadia', 'omara']","['tidur', 'nonton', 'nadia', 'omara']",tidur nonton nadia omara,Netral
@ameliayumnasari,yaallah kasian banget,yaallah kasian banget,"['yaallah', 'kasian', 'banget']","['yaallah', 'kasian', 'banget']","['yaallah', 'kasian', 'banget']","['yaallah', 'kasian', 'banget']","['yaallah', 'kasian', 'banget']","['yaallah', 'kasi', 'banget']",yaallah kasi banget,Netral
@IrmaDharmawangsha,Perh baca novel pernikahan dengan pangeran dialam gaib hampir persis sama ceritanya gni,perh baca novel pernikahan dengan pangeran dialam gaib hampir persis sama ceritanya gni,"['perh', 'baca', 'novel', 'pernikahan', 'dengan', 'pangeran', 'dialam', 'gaib', 'hampir', 'persis', 'sama', 'ceritanya', 'gni']","['perh', 'baca', 'novel', 'pernikahan', 'dengan', 'pangeran', 'dialam', 'gaib', 'hampir', 'persis', 'sama', 'ceritanya', 'gni']","['perh', 'baca', 'novel', 'pernikahan', 'dengan', 'pangeran', 'dialam', 'gaib', 'hampir', 'persis', 'sama', 'ceritanya', 'gni']","['perh', 'baca', 'novel', 'pernikahan', 'dengan', 'pangeran', 'dialam', 'gaib', 'hampir', 'persis', 'sama', 'ceritanya', 'gni']","['perh', 'baca', 'novel', 'pernikahan', 'pangeran', 'dialam', 'gaib', 'persis', 'ceritanya', 'gni']","['perh', 'baca', 'novel', 'nikah', 'pangeran', 'alam', 'gaib', 'persis', 'cerita', 'gni']",perh baca novel nikah pangeran alam gaib persis cerita gni,Positif
@Queen07110,Kenapa gk milih ke orang pintar atau rukiyah 😭😭😭😭,kenapa gk milih ke orang pintar atau rukiyah ,"['kenapa', 'gk', 'milih', 'ke', 'orang', 'pintar', 'atau', 'rukiyah']","['kenapa', 'gk', 'milih', 'ke', 'orang', 'pintar', 'atau', 'rukiyah']","['kenapa', 'gk', 'milih', 'ke', 'orang', 'pintar', 'atau', 'rukiyah']","['kenapa', 'tidak', 'milih', 'ke', 'orang', 'pintar', 'atau', 'rukiyah']","['milih', 'orang', 'pintar', 'rukiyah']","['milih', 'orang', 'pintar', 'rukiyah']",milih orang pintar rukiyah,Netral
@nenksifah9348,"Penasaran lanjutannya tapi udah gak ada😭
Terus keadaan tiara sekarang gimana ya 🤔 apa masih di ganggu, berarti dia punya 2 suami dong 😅","penasaran lanjutannya tapi udah gak ada
terus keadaan tiara sekarang gimana ya  apa masih di ganggu berarti dia punya  suami dong ","['penasaran', 'lanjutannya', 'tapi', 'udah', 'gak', 'ada', 'terus', 'keadaan', 'tiara', 'sekarang', 'gimana', 'ya', 'apa', 'masih', 'di', 'ganggu', 'berarti', 'dia', 'punya', 'suami', 'dong']","['penasaran', 'lanjutannya', 'tapi', 'udah', 'gak', 'ada', 'terus', 'keadaan', 'tiara', 'sekarang', 'gimana', 'ya', 'apa', 'masih', 'di', 'ganggu', 'berarti', 'dia', 'punya', 'suami', 'dong']","['penasaran', 'lanjutannya', 'tapi', 'udah', 'gak', 'ada', 'terus', 'keadaan', 'tiara', 'sekarang', 'gimana', 'ya', 'apa', 'masih', 'di', 'ganggu', 'berarti', 'dia', 'punya', 'suami', 'dong']","['penasaran', 'lanjutannya', 'tapi', 'sudah', 'tidak', 'ada', 'terus', 'keadaan', 'tiara', 'sekarang', 'gimana', 'apa', 'masih', 'di', 'ganggu', 'berarti', 'dia', 'punya', 'suami', 'dong']","['penasaran', 'lanjutannya', 'gimana', 'ganggu', 'suami']","['penasaran', 'lanjut', 'gimana', 'ganggu', 'suami']",penasaran lanjut gimana ganggu suami,Netral
@cookiez_22,Seru bgt kak nad tapi dosa ga yah takutnya anak kembar otu anak jin😢,seru bgt kak nad tapi dosa ga yah takutnya anak kembar otu anak jin,"['seru', 'bgt', 'kak', 'nad', 'tapi', 'dosa', 'ga', 'yah', 'takutnya', 'anak', 'kembar', 'otu', 'anak', 'jin']","['seru', 'bgt', 'kak', 'nad', 'tapi', 'dosa', 'ga', 'yah', 'takutnya', 'anak', 'kembar', 'otu', 'anak', 'jin']","['seru', 'bgt', 'kak', 'nad', 'tapi', 'dosa', 'ga', 'yah', 'takutnya', 'anak', 'kembar', 'otu', 'anak', 'jin']","['seru', 'banget', 'kak', 'nad', 'tapi', 'dosa', 'tidak', 'yah', 'takutnya', 'anak', 'kembar', 'otu', 'anak', 'jin']","['seru', 'banget', 'dosa', 'takutnya', 'anak', 'kembar', 'otu', 'anak', 'jin']","['seru', 'banget', 'dosa', 'takut', 'anak', 'kembar', 'otu', 'anak', 'jin']",seru banget dosa takut anak kembar otu anak jin,Netral
@raniitaa-f6i,ini cerita tersedia yg pernh ku dengar di nadia omara ☹️,ini cerita tersedia yg pernh ku dengar di nadia omara ,"['ini', 'cerita', 'tersedia', 'yg', 'pernh', 'ku', 'dengar', 'di', 'nadia', 'omara']","['ini', 'cerita', 'tersedia', 'yg', 'pernh', 'ku', 'dengar', 'di', 'nadia', 'omara']","['ini', 'cerita', 'tersedia', 'yg', 'pernh', 'ku', 'dengar', 'di', 'nadia', 'omara']","['ini', 'cerita', 'tersedia', 'yang', 'pernh', 'ku', 'dengar', 'di', 'nadia', 'omara']","['cerita', 'tersedia', 'pernh', 'dengar', 'nadia', 'omara']","['cerita', 'sedia', 'pernh', 'dengar', 'nadia', 'omara']",cerita sedia pernh dengar nadia omara,Netral
@satriiyanaacleopatra8484,"dua tahun yg lalu, pertama kali aku tau Kak Nadia dan ini KHW pertama yg aku denger, aku liat di pesbuk trus nyari lgsg ke yt, ini cerita yg blum aku bisa lupain, dn skrg aku mau dnger lg😁",dua tahun yg lalu pertama kali aku tau kak nadia dan ini khw pertama yg aku denger aku liat di pesbuk trus nyari lgsg ke yt ini cerita yg blum aku bisa lupain dn skrg aku mau dnger lg,"['dua', 'tahun', 'yg', 'lalu', 'pertama', 'kali', 'aku', 'tau', 'kak', 'nadia', 'dan', 'ini', 'khw', 'pertama', 'yg', 'aku', 'denger', 'aku', 'liat', 'di', 'pesbuk', 'trus', 'nyari', 'lgsg', 'ke', 'yt', 'ini', 'cerita', 'yg', 'blum', 'aku', 'bisa', 'lupain', 'dn', 'skrg', 'aku', 'mau', 'dnger', 'lg']","['dua', 'tahun', 'yg', 'lalu', 'pertama', 'kali', 'aku', 'tau', 'kak', 'nadia', 'dan', 'ini', 'khw', 'pertama', 'yg', 'aku', 'denger', 'aku', 'liat', 'di', 'pesbuk', 'trus', 'nyari', 'lgsg', 'ke', 'yt', 'ini', 'cerita', 'yg', 'blum', 'aku', 'bisa', 'lupain', 'dn', 'skrg', 'aku', 'mau', 'dnger', 'lg']","['dua', 'tahun', 'yg', 'lalu', 'pertama', 'kali', 'aku', 'tau', 'kak', 'nadia', 'dan', 'ini', 'khw', 'pertama', 'yg', 'aku', 'denger', 'aku', 'liat', 'di', 'pesbuk', 'trus', 'nyari', 'lgsg', 'ke', 'yt', 'ini', 'cerita', 'yg', 'blum', 'aku', 'bisa', 'lupain', 'dn', 'skrg', 'aku', 'mau', 'dnger', 'lg']","['dua', 'tahun', 'yang', 'lalu', 'pertama', 'kali', 'aku', 'tau', 'kak', 'nadia', 'dan', 'ini', 'pertama', 'yang', 'aku', 'denger', 'aku', 'lihat', 'di', 'facebook', 'terus', 'nyari', 'lgsg', 'ke', 'youtube', 'ini', 'cerita', 'yang', 'blum', 'aku', 'bisa', 'lupain', 'dan', 'sekarang', 'aku', 'mau', 'dnger', 'lagi']","['kali', 'tau', 'nadia', 'denger', 'lihat', 'nyari', 'lgsg', 'cerita', 'blum', 'lupain', 'dnger']","['kali', 'tau', 'nadia', 'denger', 'lihat', 'nyari', 'lgsg', 'cerita', 'blum', 'lupain', 'dnger']",kali tau nadia denger lihat nyari lgsg cerita blum lupain dnger,Netral
@CantikaGrace,Siapapun plis kirim video ini ke suaminya tiara jir😭,siapapun plis kirim video ini ke suaminya tiara jir,"['siapapun', 'plis', 'kirim', 'video', 'ini', 'ke', 'suaminya', 'tiara', 'jir']","['siapapun', 'plis', 'kirim', 'video', 'ini', 'ke', 'suaminya', 'tiara', 'jir']","['siapapun', 'plis', 'kirim', 'video', 'ini', 'ke', 'suaminya', 'tiara', 'jir']","['siapapun', 'plis', 'kirim', 'video', 'ini', 'ke', 'suaminya', 'tiara', 'jir']","['kirim', 'video', 'suaminya', 'jir']","['kirim', 'video', 'suami', 'jir']",kirim video suami jir,Netral
@ardeliasafa,biasanya jin nya tertarik sama tu orang soalnya ygt lah,biasanya jin nya tertarik sama tu orang soalnya ygt lah,"['biasanya', 'jin', 'nya', 'tertarik', 'sama', 'tu', 'orang', 'soalnya', 'ygt', 'lah']","['biasanya', 'jin', 'nya', 'tertarik', 'sama', 'tu', 'orang', 'soalnya', 'ygt', 'lah']","['biasanya', 'jin', 'nya', 'tertarik', 'sama', 'tu', 'orang', 'soalnya', 'ygt', 'lah']","['biasanya', 'jin', 'nya', 'tertarik', 'sama', 'itu', 'orang', 'soalnya', 'lah']","['jin', 'tertarik', 'orang']","['jin', 'tarik', 'orang']",jin tarik orang,Netral
@tasyaashaa_,"kak nadia seru banget cerita, dan doa terbaik untuk kak tiara suami dan anak"" nya semoga selalu di lindungi oleh allah swt, btw ada part 2 nya ga kak nad? gimana kondisir tiara sekarang",kak nadia seru banget cerita dan doa terbaik untuk kak tiara suami dan anak nya semoga selalu di lindungi oleh allah swt btw ada part  nya ga kak nad gimana kondisir tiara sekarang,"['kak', 'nadia', 'seru', 'banget', 'cerita', 'dan', 'doa', 'terbaik', 'untuk', 'kak', 'tiara', 'suami', 'dan', 'anak', 'nya', 'semoga', 'selalu', 'di', 'lindungi', 'oleh', 'allah', 'swt', 'btw', 'ada', 'part', 'nya', 'ga', 'kak', 'nad', 'gimana', 'kondisir', 'tiara', 'sekarang']","['kak', 'nadia', 'seru', 'banget', 'cerita', 'dan', 'doa', 'terbaik', 'untuk', 'kak', 'tiara', 'suami', 'dan', 'anak', 'nya', 'semoga', 'selalu', 'di', 'lindungi', 'oleh', 'allah', 'swt', 'btw', 'ada', 'part', 'nya', 'ga', 'kak', 'nad', 'gimana', 'kondisir', 'tiara', 'sekarang']","['kak', 'nadia', 'seru', 'banget', 'cerita', 'dan', 'doa', 'terbaik', 'untuk', 'kak', 'tiara', 'suami', 'dan', 'anak', 'nya', 'semoga', 'selalu', 'di', 'lindungi', 'oleh', 'allah', 'swt', 'btw', 'ada', 'part', 'nya', 'ga', 'kak', 'nad', 'gimana', 'kondisir', 'tiara', 'sekarang']","['kak', 'nadia', 'seru', 'banget', 'cerita', 'dan', 'doa', 'terbaik', 'untuk', 'kak', 'tiara', 'suami', 'dan', 'anak', 'nya', 'semoga', 'selalu', 'di', 'lindungi', 'oleh', 'allah', 'swt', 'by the way', 'ada', 'bagian', 'nya', 'tidak', 'kak', 'nad', 'gimana', 'kondisir', 'tiara', 'sekarang']","['nadia', 'seru', 'banget', 'cerita', 'doa', 'terbaik', 'suami', 'anak', 'semoga', 'lindungi', 'allah', 'swt', 'by the way', 'gimana', 'kondisir']","['nadia', 'seru', 'banget', 'cerita', 'doa', 'baik', 'suami', 'anak', 'moga', 'lindung', 'allah', 'swt', 'by the way', 'gimana', 'kondisir']",nadia seru banget cerita doa baik suami anak moga lindung allah swt by the way gimana kondisir,Negatif
@NovitaFitriani-t6x,Bagus sih ceritanya tapi sedih banget jadi ka Tiara 😢,bagus sih ceritanya tapi sedih banget jadi ka tiara ,"['bagus', 'sih', 'ceritanya', 'tapi', 'sedih', 'banget', 'jadi', 'ka', 'tiara']","['bagus', 'sih', 'ceritanya', 'tapi', 'sedih', 'banget', 'jadi', 'ka', 'tiara']","['bagus', 'sih', 'ceritanya', 'tapi', 'sedih', 'banget', 'jadi', 'ka', 'tiara']","['bagus', 'ceritanya', 'tapi', 'sedih', 'banget', 'jadi', 'kakak', 'tiara']","['bagus', 'ceritanya', 'sedih', 'banget']","['bagus', 'cerita', 'sedih', 'banget']",bagus cerita sedih banget,Netral
@IrmaSetiaWati-xv7lk,"Pernah kerja dirumah makan posisinya tinggal di sana, keadaan aq hamil 1bln. Mimpi di datangi  ratu kaya cinderela punya istana besar dan megah aq di kasih tunjuk istinanya di ajak keliling... Aq di tawarin dan di bujuk untuk tinggal di sana. Aq hampir bilang iya... Tapi sebelum aq sempat bilang iya.. Tiba-tiba ada pangeran mukanya kaya srigala buruk rupa tapi pake baju pangeran badannya besar berbulu, teriak di dekat telinga bilang ""jangan... Ini bukan tempat tinggalmu"" seketika aq kaget dan kebangun. Paginya bapakku nelfon... Suruh aq pulang dan berhenti kerja... Alhamdulillah aq nurut. Saat aq dirumah bapak cerita, kalo ada jin penunggu rumah makan yang inginkn bayi dalam perut aq. Btw... Waktu itu aq belum tahu kalo hamil... Bapakku termasuk orang yang peka dan ngerti hal mistis, sedangkan saya tumpul. Tapi bilang bapak... Kalo saya bisa mewarisi kemampuan bapak bila ingin mempelajarinya tapi aq gak minat dan menolak. Al Fatihah buat bapak...",pernah kerja dirumah makan posisinya tinggal di sana keadaan aq hamil bln mimpi di datangi  ratu kaya cinderela punya istana besar dan megah aq di kasih tunjuk istinanya di ajak keliling aq di tawarin dan di bujuk untuk tinggal di sana aq hampir bilang iya tapi sebelum aq sempat bilang iya tibatiba ada pangeran mukanya kaya srigala buruk rupa tapi pake baju pangeran badannya besar berbulu teriak di dekat telinga bilang jangan ini bukan tempat tinggalmu seketika aq kaget dan kebangun paginya bapakku nelfon suruh aq pulang dan berhenti kerja alhamdulillah aq nurut saat aq dirumah bapak cerita kalo ada jin penunggu rumah makan yang inginkn bayi dalam perut aq btw waktu itu aq belum tahu kalo hamil bapakku termasuk orang yang peka dan ngerti hal mistis sedangkan saya tumpul tapi bilang bapak kalo saya bisa mewarisi kemampuan bapak bila ingin mempelajarinya tapi aq gak minat dan menolak al fatihah buat bapak,"['pernah', 'kerja', 'dirumah', 'makan', 'posisinya', 'tinggal', 'di', 'sana', 'keadaan', 'aq', 'hamil', 'bln', 'mimpi', 'di', 'datangi', 'ratu', 'kaya', 'cinderela', 'punya', 'istana', 'besar', 'dan', 'megah', 'aq', 'di', 'kasih', 'tunjuk', 'istinanya', 'di', 'ajak', 'keliling', 'aq', 'di', 'tawarin', 'dan', 'di', 'bujuk', 'untuk', 'tinggal', 'di', 'sana', 'aq', 'hampir', 'bilang', 'iya', 'tapi', 'sebelum', 'aq', 'sempat', 'bilang', 'iya', 'tibatiba', 'ada', 'pangeran', 'mukanya', 'kaya', 'srigala', 'buruk', 'rupa', 'tapi', 'pake', 'baju', 'pangeran', 'badannya', 'besar', 'berbulu', 'teriak', 'di', 'dekat', 'telinga', 'bilang', 'jangan', 'ini', 'bukan', 'tempat', 'tinggalmu', 'seketika', 'aq', 'kaget', 'dan', 'kebangun', 'paginya', 'bapakku', 'nelfon', 'suruh', 'aq', 'pulang', 'dan', 'berhenti', 'kerja', 'alhamdulillah', 'aq', 'nurut', 'saat', 'aq', 'dirumah', 'bapak', 'cerita', 'kalo', 'ada', 'jin', 'penunggu', 'rumah', 'makan', 'yang', 'inginkn', 'bayi', 'dalam', 'perut', 'aq', 'btw', 'waktu', 'itu', 'aq', 'belum', 'tahu', 'kalo', 'hamil', 'bapakku', 'termasuk', 'orang', 'yang', 'peka', 'dan', 'ngerti', 'hal', 'mistis', 'sedangkan', 'saya', 'tumpul', 'tapi', 'bilang', 'bapak', 'kalo', 'saya', 'bisa', 'mewarisi', 'kemampuan', 'bapak', 'bila', 'ingin', 'mempelajarinya', 'tapi', 'aq', 'gak', 'minat', 'dan', 'menolak', 'al', 'fatihah', 'buat', 'bapak']","['pernah', 'kerja', 'dirumah', 'makan', 'posisinya', 'tinggal', 'di', 'sana', 'keadaan', 'aq', 'hamil', 'bln', 'mimpi', 'di', 'datangi', 'ratu', 'kaya', 'cinderela', 'punya', 'istana', 'besar', 'dan', 'megah', 'aq', 'di', 'kasih', 'tunjuk', 'istinanya', 'di', 'ajak', 'keliling', 'aq', 'di', 'tawarin', 'dan', 'di', 'bujuk', 'untuk', 'tinggal', 'di', 'sana', 'aq', 'hampir', 'bilang', 'iya', 'tapi', 'sebelum', 'aq', 'sempat', 'bilang', 'iya', 'tibatiba', 'ada', 'pangeran', 'mukanya', 'kaya', 'srigala', 'buruk', 'rupa', 'tapi', 'pake', 'baju', 'pangeran', 'badannya', 'besar', 'berbulu', 'teriak', 'di', 'dekat', 'telinga', 'bilang', 'jangan', 'ini', 'bukan', 'tempat', 'tinggalmu', 'seketika', 'aq', 'kaget', 'dan', 'kebangun', 'paginya', 'bapakku', 'nelfon', 'suruh', 'aq', 'pulang', 'dan', 'berhenti', 'kerja', 'alhamdulillah', 'aq', 'nurut', 'saat', 'aq', 'dirumah', 'bapak', 'cerita', 'kalo', 'ada', 'jin', 'penunggu', 'rumah', 'makan', 'yang', 'inginkn', 'bayi', 'dalam', 'perut', 'aq', 'btw', 'waktu', 'itu', 'aq', 'belum', 'tahu', 'kalo', 'hamil', 'bapakku', 'termasuk', 'orang', 'yang', 'peka', 'dan', 'ngerti', 'hal', 'mistis', 'sedangkan', 'saya', 'tumpul', 'tapi', 'bilang', 'bapak', 'kalo', 'saya', 'bisa', 'mewarisi', 'kemampuan', 'bapak', 'bila', 'ingin', 'mempelajarinya', 'tapi', 'aq', 'gak', 'minat', 'dan', 'menolak', 'al', 'fatihah', 'buat', 'bapak']","['pernah', 'kerja', 'dirumah', 'makan', 'posisinya', 'tinggal', 'di', 'sana', 'keadaan', 'aq', 'hamil', 'bln', 'mimpi', 'di', 'datangi', 'ratu', 'kaya', 'cinderela', 'punya', 'istana', 'besar', 'dan', 'megah', 'aq', 'di', 'kasih', 'tunjuk', 'istinanya', 'di', 'ajak', 'keliling', 'aq', 'di', 'tawarin', 'dan', 'di', 'bujuk', 'untuk', 'tinggal', 'di', 'sana', 'aq', 'hampir', 'bilang', 'iya', 'tapi', 'sebelum', 'aq', 'sempat', 'bilang', 'iya', 'tibatiba', 'ada', 'pangeran', 'mukanya', 'kaya', 'srigala', 'buruk', 'rupa', 'tapi', 'pake', 'baju', 'pangeran', 'badannya', 'besar', 'berbulu', 'teriak', 'di', 'dekat', 'telinga', 'bilang', 'jangan', 'ini', 'bukan', 'tempat', 'tinggalmu', 'seketika', 'aq', 'kaget', 'dan', 'kebangun', 'paginya', 'bapakku', 'nelfon', 'suruh', 'aq', 'pulang', 'dan', 'berhenti', 'kerja', 'alhamdulillah', 'aq', 'nurut', 'saat', 'aq', 'dirumah', 'bapak', 'cerita', 'kalo', 'ada', 'jin', 'penunggu', 'rumah', 'makan', 'yang', 'inginkn', 'bayi', 'dalam', 'perut', 'aq', 'btw', 'waktu', 'itu', 'aq', 'belum', 'tahu', 'kalo', 'hamil', 'bapakku', 'termasuk', 'orang', 'yang', 'peka', 'dan', 'ngerti', 'hal', 'mistis', 'sedangkan', 'saya', 'tumpul', 'tapi', 'bilang', 'bapak', 'kalo', 'saya', 'bisa', 'mewarisi', 'kemampuan', 'bapak', 'bila', 'ingin', 'mempelajarinya', 'tapi', 'aq', 'gak', 'minat', 'dan', 'menolak', 'al', 'fatihah', 'buat', 'bapak']","['pernah', 'kerja', 'dirumah', 'makan', 'posisinya', 'tinggal', 'di', 'sana', 'keadaan', 'aku', 'hamil', 'bln', 'mimpi', 'di', 'datangi', 'ratu', 'seperti', 'cinderela', 'punya', 'istana', 'besar', 'dan', 'megah', 'aku', 'di', 'kasih', 'tunjuk', 'istinanya', 'di', 'ajak', 'keliling', 'aku', 'di', 'tawarin', 'dan', 'di', 'bujuk', 'untuk', 'tinggal', 'di', 'sana', 'aku', 'hampir', 'bilang', 'iya', 'tapi', 'sebelum', 'aku', 'sempat', 'bilang', 'iya', 'tibatiba', 'ada', 'pangeran', 'mukanya', 'seperti', 'srigala', 'buruk', 'rupa', 'tapi', 'pake', 'baju', 'pangeran', 'badannya', 'besar', 'berbulu', 'teriak', 'di', 'dekat', 'telinga', 'bilang', 'jangan', 'ini', 'bukan', 'tempat', 'tinggalmu', 'seketika', 'aku', 'kaget', 'dan', 'kebangun', 'paginya', 'bapakku', 'telpon', 'suruh', 'aku', 'pulang', 'dan', 'berhenti', 'kerja', 'alhamdulillah', 'aku', 'nurut', 'saat', 'aku', 'dirumah', 'bapak', 'cerita', 'kalo', 'ada', 'jin', 'penunggu', 'rumah', 'makan', 'yang', 'inginkn', 'bayi', 'dalam', 'perut', 'aku', 'by the way', 'waktu', 'itu', 'aku', 'belum', 'tahu', 'kalo', 'hamil', 'bapakku', 'termasuk', 'orang', 'yang', 'peka', 'dan', 'ngerti', 'hal', 'mistis', 'sedangkan', 'saya', 'tumpul', 'tapi', 'bilang', 'bapak', 'kalo', 'saya', 'bisa', 'mewarisi', 'kemampuan', 'bapak', 'bila', 'ingin', 'mempelajarinya', 'tapi', 'aku', 'tidak', 'minat', 'dan', 'menolak', 'al', 'fatihah', 'buat', 'bapak']","['kerja', 'dirumah', 'makan', 'posisinya', 'tinggal', 'hamil', 'bln', 'mimpi', 'datangi', 'ratu', 'cinderela', 'istana', 'megah', 'kasih', 'istinanya', 'ajak', 'keliling', 'tawarin', 'bujuk', 'tinggal', 'bilang', 'iya', 'bilang', 'iya', 'tibatiba', 'pangeran', 'mukanya', 'srigala', 'buruk', 'rupa', 'pake', 'baju', 'pangeran', 'badannya', 'berbulu', 'teriak', 'telinga', 'bilang', 'tinggalmu', 'kaget', 'kebangun', 'paginya', 'bapakku', 'telpon', 'suruh', 'pulang', 'berhenti', 'kerja', 'alhamdulillah', 'nurut', 'dirumah', 'cerita', 'kalo', 'jin', 'penunggu', 'rumah', 'makan', 'inginkn', 'bayi', 'perut', 'by the way', 'kalo', 'hamil', 'bapakku', 'orang', 'peka', 'ngerti', 'mistis', 'tumpul', 'bilang', 'kalo', 'mewarisi', 'kemampuan', 'mempelajarinya', 'minat', 'menolak', 'al', 'fatihah']","['kerja', 'rumah', 'makan', 'posisi', 'tinggal', 'hamil', 'bln', 'mimpi', 'datang', 'ratu', 'cinderela', 'istana', 'megah', 'kasih', 'istinanya', 'ajak', 'keliling', 'tawarin', 'bujuk', 'tinggal', 'bilang', 'iya', 'bilang', 'iya', 'tibatiba', 'pangeran', 'muka', 'srigala', 'buruk', 'rupa', 'pake', 'baju', 'pangeran', 'badan', 'bulu', 'teriak', 'telinga', 'bilang', 'tinggal', 'kaget', 'bangun', 'pagi', 'bapak', 'telpon', 'suruh', 'pulang', 'henti', 'kerja', 'alhamdulillah', 'nurut', 'rumah', 'cerita', 'kalo', 'jin', 'tunggu', 'rumah', 'makan', 'inginkn', 'bayi', 'perut', 'by the way', 'kalo', 'hamil', 'bapak', 'orang', 'peka', 'ngerti', 'mistis', 'tumpul', 'bilang', 'kalo', 'waris', 'mampu', 'ajar', 'minat', 'tolak', 'al', 'fatihah']",kerja rumah makan posisi tinggal hamil bln mimpi datang ratu cinderela istana megah kasih istinanya ajak keliling tawarin bujuk tinggal bilang iya bilang iya tibatiba pangeran muka srigala buruk rupa pake baju pangeran badan bulu teriak telinga bilang tinggal kaget bangun pagi bapak telpon suruh pulang henti kerja alhamdulillah nurut rumah cerita kalo jin tunggu rumah makan inginkn bayi perut by the way kalo hamil bapak orang peka ngerti mistis tumpul bilang kalo waris mampu ajar minat tolak al fatihah,Netral
@febriantiandini8775,"Sumpah aku ikut kebawa ke dimensi nyaa kaya beneran ada disanaa, bagus bgt ceritanya",sumpah aku ikut kebawa ke dimensi nyaa kaya beneran ada disanaa bagus bgt ceritanya,"['sumpah', 'aku', 'ikut', 'kebawa', 'ke', 'dimensi', 'nyaa', 'kaya', 'beneran', 'ada', 'disanaa', 'bagus', 'bgt', 'ceritanya']","['sumpah', 'aku', 'ikut', 'kebawa', 'ke', 'dimensi', 'nyaa', 'kaya', 'beneran', 'ada', 'disanaa', 'bagus', 'bgt', 'ceritanya']","['sumpah', 'aku', 'ikut', 'kebawa', 'ke', 'dimensi', 'nyaa', 'kaya', 'beneran', 'ada', 'disanaa', 'bagus', 'bgt', 'ceritanya']","['sumpah', 'aku', 'ikut', 'kebawa', 'ke', 'dimensi', 'nyaa', 'seperti', 'benar', 'ada', 'disanaa', 'bagus', 'banget', 'ceritanya']","['sumpah', 'kebawa', 'dimensi', 'nyaa', 'disanaa', 'bagus', 'banget', 'ceritanya']","['sumpah', 'bawa', 'dimensi', 'nyaa', 'disanaa', 'bagus', 'banget', 'cerita']",sumpah bawa dimensi nyaa disanaa bagus banget cerita,Netral
@ArtasyaNovianty,Seruu banget crita yg iniiii... Untuk kak Tiara semoga sehat selalu yaa...❤❤,seruu banget crita yg iniiii untuk kak tiara semoga sehat selalu yaa,"['seruu', 'banget', 'crita', 'yg', 'iniiii', 'untuk', 'kak', 'tiara', 'semoga', 'sehat', 'selalu', 'yaa']","['seruu', 'banget', 'crita', 'yg', 'iniiii', 'untuk', 'kak', 'tiara', 'semoga', 'sehat', 'selalu', 'yaa']","['seruu', 'banget', 'crita', 'yg', 'iniiii', 'untuk', 'kak', 'tiara', 'semoga', 'sehat', 'selalu', 'yaa']","['seruu', 'banget', 'cerita', 'yang', 'iniiii', 'untuk', 'kak', 'tiara', 'semoga', 'sehat', 'selalu']","['seruu', 'banget', 'cerita', 'iniiii', 'semoga', 'sehat']","['seruu', 'banget', 'cerita', 'iniiii', 'moga', 'sehat']",seruu banget cerita iniiii moga sehat,Netral
@AlanAditya-e1v,Team nonton awal tahun 2025,team nonton awal tahun ,"['team', 'nonton', 'awal', 'tahun']","['team', 'nonton', 'awal', 'tahun']","['team', 'nonton', 'awal', 'tahun']","['team', 'nonton', 'awal', 'tahun']","['team', 'nonton']","['team', 'nonton']",team nonton,Netral
